maxmin,default
60.75128,52.56
60.84374,50.292
60.48724,50.976
59.92282,51.372
58.30178,51.228
55.05602,50.328
52.18838,48.996
49.83088,48.168
48.95826,48.348
49.51624,48.384
50.68234,48.204
52.51498,48.42
53.1668,49.536
53.23718,48.348
55.0827,48.276
55.68622,47.88
56.66556,47.088
58.4154,45.828
59.77884,43.74
60.44124,41.652
61.17816,41.364
63.03242,41.724
64.14562,43.308
65.2717,45.036
65.97872,46.26
65.4603,47.376
64.76432,47.052
65.05182,49.32
66.26576,51.696
66.21562,53.784
66.15904,56.016
66.25104,54.972
66.83018,55.512
67.20186,56.124
68.39418,57.348
68.98758,58.356
69.21988,58.788
69.7498,60.408
69.60628,64.332
68.16096,65.556
66.50496,66.636
65.51136,67.68
64.44554,68.94
63.45194,69.768
63.93678,71.136
63.85398,72.756
64.3839,73.584
65.20086,73.908
65.02192,72.504
64.96856,70.452
64.43864,68.508
62.56644,65.088
61.00934,59.76
60.63168,56.016
61.47808,52.2
62.56414,49.464
63.69022,47.916
64.8163,47.088
66.64296,47.736
66.37708,48.312
66.64204,49.14
66.8932,49.464
66.50082,49.932
64.09134,50.508
60.56912,52.2
57.06392,53.172
53.70638,54.54
50.2872,56.088
46.95818,57.528
44.50316,57.852
43.11028,56.772
41.78732,55.548
41.71464,55.98
42.17234,56.34
41.92348,56.988
43.43366,57.672
45.12738,58.788
45.53908,59.04
46.138,59.508
46.6279,59.868
47.05478,57.852
47.42554,58.608
46.53728,59.364
47.9803,60.912
49.37502,61.02
50.74076,61.38
51.9317,60.084
50.90314,60.48
50.94132,60.264
51.15752,60.444
51.01584,58.932
51.15568,57.672
51.62488,57.888
52.44782,57.708
53.6705,58.86
53.42302,59.76
53.8867,60.192
53.5716,59.94
53.53158,59.148
54.60752,59.22
51.38844,58.176
51.34934,57.384
49.83042,57.096
48.4725,58.536
48.5369,59.22
48.69054,58.788
50.68464,58.896
52.7206,60.336
54.51,61.236
56.33574,62.496
56.50272,63.828
55.38722,65.124
52.48508,66.42
49.95922,66.744
44.84862,65.484
45.49814,64.764
46.84548,64.08
47.82068,63.972
49.10776,63.468
47.54882,61.452
46.26588,58.932
44.76628,56.772
43.92448,55.764
44.60666,55.26
46.9913,54.612
47.57918,55.224
48.7416,55.944
49.34926,57.456
49.7467,56.592
49.91276,57.456
50.25868,57.744
50.2573,58.464
50.70764,60.048
51.46664,61.848
51.93032,62.604
53.45384,63.036
55.46772,63.108
56.88912,63.576
58.41402,64.764
59.57552,65.556
60.0668,64.944
59.39152,64.944
58.41034,64.62
57.48896,64.548
55.95624,63.648
55.20276,62.82
55.9314,62.82
57.01102,63.72
58.0198,65.196
57.58142,65.7
58.41264,66.492
58.22542,67.68
57.64674,68.256
51.5177,69.12
52.08948,69.804
52.35444,69.228
53.67924,69.12
54.5583,68.832
55.78926,66.996
56.91764,66.852
56.84956,66.852
57.38316,67.32
58.28292,66.744
53.98882,65.808
52.76844,64.512
53.79654,63.432
55.50268,62.316
57.29116,60.444
58.16286,58.284
57.25206,55.8
57.23182,54.576
55.35502,52.812
54.3605,51.156
54.06518,50.076
53.73398,49.104
54.18708,48.348
54.50816,48.528
54.33658,49.14
53.46304,50.256
54.91158,51.408
54.03344,52.704
53.61852,51.768
51.93446,50.76
51.56508,49.32
51.79186,48.852
49.22138,47.16
50.29686,47.988
51.77024,49.644
53.55872,49.356
54.31956,48.312
54.58452,47.952
56.57172,45.864
55.2391,45.756
57.11866,45.288
58.52028,45.972
59.47524,47.592
60.71908,49.32
61.35388,50.472
61.54064,52.812
61.40264,53.496
60.41778,52.704
58.89748,52.632
56.49858,52.092
53.73536,50.868
52.27808,50.292
51.33738,49.464
49.62204,47.844
48.21904,46.584
47.28938,47.448
45.12232,46.512
45.98344,43.956
46.12512,44.352
41.4782,44.532
41.8715,44.82
42.5339,43.848
42.98332,37.152
43.62226,38.232
45.60946,38.844
47.40944,40.14
49.19792,42.048
50.87692,43.74
51.52092,45.288
52.95336,47.52
53.47362,48.204
53.72018,48.096
53.7947,48.888
53.26432,47.736
53.32504,46.152
53.00856,44.46
52.25508,42.408
50.6736,41.148
49.35754,41.22
48.40488,41.58
48.03596,42.876
46.98992,44.568
47.92004,46.764
48.02722,48.96
47.8285,48.78
48.82946,49.716
49.14042,48.78
50.2205,48.672
50.6805,48.636
51.07656,50.616
51.34888,52.38
50.95144,53.82
50.58436,54.756
50.54158,55.188
49.47714,55.404
47.66934,57.132
47.60448,58.356
45.45398,59.112
45.78978,59.904
46.94852,60.048
48.00468,56.16
49.06452,57.096
49.95646,58.14
50.63036,58.572
51.43398,59.364
53.42118,61.236
54.61442,62.568
55.59652,63.18
57.1412,58.176
57.3091,58.248
58.77052,58.68
60.0484,56.7
58.70198,55.908
59.13944,54.612
56.30492,53.532
56.04272,53.676
56.64716,54.54
57.60856,55.62
57.58694,55.476
58.3947,53.964
58.97522,51.516
58.89656,50.544
59.55896,48.744
59.36254,48.132
57.85236,49.86
58.11732,48.636
59.25904,50.508
61.23014,51.804
61.27154,53.964
58.45864,58.14
56.12,59.292
53.34988,59.904
50.4183,60.588
47.93936,59.4
47.00832,57.6
47.26684,57.672
46.7452,58.5
45.58646,59.724
45.7516,60.84
46.3335,61.56
46.96232,60.48
47.28432,61.128
46.01656,60.228
47.40254,61.128
47.04788,62.424
47.80458,63.396
47.93062,63.756
49.91782,62.136
51.11382,63.324
49.85986,64.152
50.66348,63.18
51.77852,64.368
52.00116,65.232
52.75188,65.088
53.25696,63.648
54.45434,62.424
55.10064,62.748
51.7247,63.144
52.51636,61.812
53.07848,60.048
50.83874,59.544
50.14966,59.832
48.94032,59.256
45.6113,59.04
46.35834,57.24
47.37816,55.332
49.99556,49.86
52.98004,49.464
55.46036,50.292
56.37668,49.968
56.54136,49.428
57.96736,49.104
59.78712,50.004
60.74392,51.804
61.12342,52.992
60.45826,53.82
59.1928,51.984
57.88272,51.876
56.41532,52.632
55.44334,53.604
54.4594,55.368
55.453,56.88
56.1085,58.392
55.46358,59.652
54.23216,60.12
52.37744,59.724
51.8535,58.752
50.80332,58.104
50.57838,57.78
51.3337,56.844
52.59502,56.34
53.245,56.52
53.41474,56.052
52.29372,54.504
49.27152,54.612
47.16288,53.784
48.08104,53.028
49.4592,52.488
50.98272,51.804
51.26562,52.668
45.977,51.516
47.679,50.364
48.66708,49.752
50.56412,49.968
51.89398,49.752
52.02186,48.636
52.03336,48.06
52.02968,47.88
53.70546,47.376
55.22898,48.276
57.0906,48.996
58.33674,49.464
58.71578,48.924
59.14266,49.68
59.2089,48.636
59.46834,51.12
60.03644,53.568
59.96514,55.728
59.27744,56.412
58.38596,54.108
58.40252,52.632
56.94524,50.832
58.5005,50.472
60.0645,50.94
61.72372,51.372
63.08762,50.94
62.88844,48.96
61.4652,48.024
61.49648,48.384
61.5756,47.232
60.39156,46.332
59.39796,46.512
58.85746,46.26
57.10762,46.692
57.24286,46.908
56.93788,48.024
55.00864,49.644
55.2736,50.616
55.23634,49.86
56.03214,50.76
56.39232,51.984
57.54508,52.452
58.09432,52.488
55.50314,52.02
55.6577,51.012
55.92266,52.452
56.56896,53.928
57.42732,55.692
57.76818,57.636
58.19046,59.184
58.32156,57.816
59.26732,57.6
58.64218,56.952
53.44188,55.584
50.24442,53.028
49.95048,51.876
49.36168,50.508
48.23744,51.696
47.84552,53.352
48.75816,54.54
49.25818,55.188
50.9519,55.548
52.2928,56.628
52.2238,57.672
54.26896,59.22
54.70274,60.552
55.50636,61.2
55.9981,61.704
54.94286,60.084
53.3416,60.444
51.9363,60.3
52.33374,59.292
53.09274,57.492
53.75514,56.7
55.25842,54
56.11954,53.856
57.84178,53.964
59.4642,49.788
60.70574,47.844
61.4836,47.304
62.57288,44.676
63.30152,44.532
63.8319,44.784
64.91106,45.972
64.74408,46.8
64.62448,47.196
63.93586,47.412
62.78218,45.9
61.92888,46.656
60.29496,46.368
58.91634,45.18
56.99538,45.936
56.79666,46.692
56.55332,47.844
56.74836,49.212
57.7944,50.544
58.19782,50.616
53.00396,50.76
50.80378,50.976
50.95558,51.84
52.21,51.948
51.75782,52.704
50.8346,52.884
52.24956,52.74
53.50812,53.28
55.10156,54.684
54.8504,55.908
50.68832,55.764
49.243,52.992
48.17672,53.964
46.62422,54.432
46.78292,53.856
47.39794,54.936
47.18864,56.268
47.72224,57.276
49.13582,53.352
49.84238,53.712
50.82448,53.964
46.7383,53.064
44.0887,53.028
43.09188,52.776
45.07034,52.632
47.34642,53.172
50.2872,51.552
52.51406,52.2
53.7579,52.632
54.35728,53.64
54.91618,53.784
56.03674,53.64
56.5593,54.144
57.69688,54.36
58.72958,53.604
58.41632,53.64
55.5082,53.82
54.95528,53.028
54.26022,53.64
52.02048,53.748
50.7449,54.396
51.60004,55.692
51.02642,56.196
51.21134,55.944
50.32998,56.916
46.75854,57.852
46.74934,59.004
46.79994,59.94
46.15916,60.696
45.63752,61.884
45.68214,62.532
41.0872,62.64
40.87192,61.524
41.998,56.052
43.5114,54.828
44.1738,53.532
45.97608,51.84
47.92326,51.876
48.95964,52.344
48.7255,54.504
48.99046,55.908
49.82398,54.864
49.84008,53.748
49.37364,53.892
48.80922,54.18
49.92702,54.792
50.19198,54.792
51.46434,56.376
51.71918,57.996
52.3779,59.364
51.8512,59.976
50.87876,60.408
49.45506,60.408
48.86396,59.364
49.2062,59.832
47.23188,60.66
45.8045,61.776
47.66106,61.776
49.98958,61.632
52.57294,61.38
54.96218,61.452
56.97376,61.74
57.96414,62.244
59.6229,61.02
61.12342,59.436
60.8488,58.86
59.07228,57.816
60.4256,56.772
60.19882,56.124
60.5866,55.944
61.51396,54.9
62.72606,52.596
64.31582,50.724
65.47502,49.212
65.87522,48.168
65.3844,46.512
64.06328,46.692
63.81718,47.664
63.89952,48.996
61.50016,50.256
58.48624,52.236
56.25018,52.56
54.23814,52.992
52.279,52.956
51.76196,53.316
49.54476,53.64
48.63442,54.828
48.12612,56.412
48.78852,57.456
49.51256,59.004
50.5724,60.696
51.60004,62.388
52.27026,64.512
52.93266,65.952
54.0523,66.384
54.47412,66.492
54.5583,66.348
56.2856,66.528
55.11168,67.14
55.01508,67.212
54.12222,67.356
51.90502,67.572
50.60598,67.68
50.65014,68.256
51.97494,67.896
53.0288,66.672
53.22752,65.34
53.06606,59.148
55.96866,57.312
54.82786,55.08
55.13974,53.748
56.86198,52.38
58.04372,51.552
59.1859,50.22
59.1859,49.572
60.90814,48.528
62.68374,47.412
64.03476,44.1
66.22068,43.524
67.8155,45.18
68.12002,45.576
67.7994,46.368
69.22494,47.088
69.49496,46.872
69.56304,46.44
70.54284,45.432
70.79492,44.712
72.22276,43.92
73.53054,44.964
74.1382,46.404
74.14556,45.252
73.37368,45.54
71.52402,43.56
69.74474,44.064
67.48752,43.848
65.30574,42.768
63.07152,42.372
60.58982,42.624
57.99772,44.388
56.10206,45.864
55.52108,46.296
55.13192,44.784
56.61312,42.732
56.8307,43.164
56.8307,42.516
57.68952,42.948
58.96372,43.308
59.74112,44.82
59.44304,46.224
58.35882,48.024
59.68362,48.024
60.69976,48.6
61.49418,48.636
61.09674,47.952
58.87954,49.212
58.67392,49.752
59.46098,51.228
59.20982,52.884
59.27606,53.892
59.91454,54.18
61.23934,55.656
62.28078,55.8
62.34702,55.584
63.07474,54.612
63.12488,54.648
62.89442,53.856
59.8368,53.784
59.1767,55.584
57.85558,57.348
55.99442,58.176
52.20678,58.464
48.6956,59.4
46.86434,59.976
44.39782,58.788
42.81956,58.392
41.42714,58.608
40.70954,53.532
41.31306,53.424
43.09648,53.748
45.7746,52.488
47.59574,51.228
49.39158,50.004
51.02872,50.328
52.07614,51.588
52.3411,51.192
53.7763,51.408
55.36606,50.76
57.05104,50.328
58.58146,49.968
59.50882,49.824
60.11694,51.228
59.50376,53.244
58.7512,54.828
56.89924,54.828
55.55052,54.756
54.13556,54.756
53.48788,55.656
53.81908,56.484
54.54772,57.672
54.5905,58.86
54.65674,60.516
54.25654,59.868
53.8982,59.508
52.9046,60.912
51.6143,62.64
49.54292,63.54
46.54694,64.188
45.33806,63
45.03262,63.648
45.03768,63.864
44.35872,62.64
42.39406,61.704
42.14244,61.812
41.791,61.344
42.36922,61.128
43.28232,60.012
44.30674,58.644
45.46134,57.384
47.24982,56.484
47.87266,56.088
47.78296,55.584
47.4191,56.16
48.75678,56.808
50.65934,57.492
47.64772,55.8
47.88554,56.448
47.37908,56.808
47.2466,55.368
46.3772,53.28
47.035,53.028
47.96236,51.516
47.23096,50.076
47.30548,50.256
47.76916,50.94
44.48844,51.228
44.35596,51.084
44.24142,49.212
43.90286,48.816
42.47226,49.752
43.77268,51.192
44.43508,52.344
45.95308,53.568
47.93338,54.576
48.77334,53.784
47.56584,51.948
47.17254,50.508
47.61092,50.832
47.79722,51.552
44.8086,51.048
46.08096,51.192
46.54464,49.572
46.1173,49.896
43.93138,50.4
41.8347,50.652
39.43028,49.896
38.28994,49.716
39.81346,49.5
42.1705,50.292
44.57998,51.732
46.40802,53.244
47.29352,54.72
43.66872,56.484
43.17744,61.092
44.63472,61.452
46.07544,60.696
48.09162,61.236
50.025,61.02
51.612,61.236
53.728,61.56
54.95114,63.612
53.55136,65.268
52.80524,67.212
50.95696,69.264
53.24454,70.704
55.12502,71.028
56.27732,69.912
56.99584,69.48
57.96828,69.768
58.60906,69.372
59.29676,68.76
59.86716,69.732
59.59208,66.888
58.40758,66.708
58.57594,66.636
59.4136,68.832
59.93846,68.832
60.28944,67.896
61.62068,65.124
62.3024,62.64
62.18602,60.732
60.88606,58.788
61.6147,59.292
62.17406,60.264
62.41694,64.944
60.83868,65.664
60.74162,66.924
60.25034,68.58
58.4913,70.092
58.35882,69.156
58.85976,69.264
58.88782,69.66
59.2066,68.688
58.98948,66.456
56.35828,65.52
56.99216,61.2
58.07914,59.688
58.80778,59.04
60.25448,59.436
60.40444,60.516
59.87452,61.128
56.58092,55.224
56.53446,54.108
55.87574,53.316
55.94198,52.416
56.67062,51.696
56.8951,52.056
54.98932,52.236
54.84672,52.056
53.77216,52.38
53.7418,52.704
53.8867,54.288
53.77308,55.692
54.25378,56.232
55.32558,56.592
56.41256,57.204
58.23922,57.564
59.1882,58.572
59.36898,59.328
58.50096,59.148
57.40846,59.148
53.60426,59.832
52.73072,57.852
53.26064,58.356
53.89498,57.96
52.41792,58.104
52.50348,56.772
52.54396,55.08
51.99518,52.56
51.95884,50.868
53.12034,49.032
53.95662,47.88
53.76296,47.844
53.98882,48.816
53.01316,49.86
51.78082,49.608
50.26466,49.428
49.1602,49.392
49.1602,49.464
50.22004,49.356
51.52782,48.456
53.48926,48.78
55.21656,48.42
56.02202,43.74
56.06664,42.48
56.38818,41.904
55.21426,42.984
56.30032,43.596
57.22768,44.712
57.27874,45.792
56.45258,45.828
55.25198,45.576
53.44924,45.72
53.3393,47.592
53.60426,48.348
54.26666,48.312
53.32826,48.24
54.72988,48.996
56.05468,49.788
56.5455,51.84
56.30538,53.748
56.58,54.972
56.25708,55.872
54.02332,57.06
54.70504,58.356
56.26352,59.148
57.40524,58.824
58.06764,58.608
59.59116,59.004
60.36442,57.996
60.54382,57.816
60.80878,58.284
58.74246,59.004
59.00236,59.328
58.96556,52.056
59.78528,48.492
59.38968,48.024
57.9324,47.628
57.33808,47.304
55.23312,46.44
54.8044,47.484
52.82732,49.752
53.9534,51.552
54.91204,52.452
55.37572,52.92
56.74928,53.388
57.68446,53.316
58.71256,52.992
59.55344,52.632
57.41766,52.74
58.1463,52.164
56.34218,53.028
54.7331,52.164
53.74594,51.984
53.61346,52.812
52.95106,52.632
53.87842,50.436
54.80164,50.868
55.32972,51.372
54.09646,51.588
53.56194,51.588
53.54354,50.148
54.09002,49.32
53.49386,47.772
53.09642,47.628
52.84894,48.276
50.88152,49.5
43.92678,50.148
42.82048,51.084
43.51968,50.616
44.27638,50.436
45.66236,50.976
44.78882,51.768
44.7304,53.208
46.0552,55.296
48.24112,57.708
48.53276,58.824
49.98728,55.584
51.0577,54.936
51.56462,55.872
48.82026,55.44
50.04064,52.524
51.1727,54.468
52.03382,56.232
52.89494,57.204
53.08998,57.708
51.9593,57.276
44.9719,54.324
45.29528,53.1
45.32012,53.568
46.24564,54.036
47.57044,55.872
47.90808,57.528
46.54004,59.292
45.93606,60.876
45.85556,61.02
46.25254,60.768
46.50784,59.148
46.40204,60.66
47.52812,61.488
48.2816,62.352
49.31476,62.244
50.39438,61.308
50.06824,61.164
50.1377,60.372
48.56634,60.228
49.66436,60.3
50.9726,60.948
51.3406,61.92
51.7569,62.82
52.1617,63.72
49.31798,64.584
49.36168,64.26
50.44176,63.252
50.89854,64.26
52.15894,64.98
52.91978,65.196
52.88804,63.612
50.21774,59.76
50.67314,59.796
50.67314,60.48
51.95608,59.688
52.8632,57.276
53.60334,56.592
52.18102,55.476
52.20356,55.044
51.34244,55.476
51.34244,56.556
50.66762,57.852
48.9854,59.112
47.68958,60.048
46.10166,59.724
44.45762,59.94
43.41158,59.904
45.54828,58.464
47.97708,56.988
50.02822,55.62
51.30886,56.916
51.97264,57.744
51.40638,58.068
50.59264,58.284
49.266,59.148
49.77154,59.904
50.41876,60.516
50.49972,58.428
51.0186,54.54
51.46388,53.532
52.325,51.624
51.5476,48.24
51.31392,46.98
50.66486,47.232
50.03144,47.916
49.18044,48.672
49.5696,49.248
50.29502,50.688
51.12072,52.236
52.45518,52.776
53.10056,53.028
52.87102,53.244
53.65532,54.288
53.91338,56.124
53.17048,57.42
52.58536,58.428
53.1967,58.608
51.04114,59.328
51.85994,60.264
53.40968,58.572
53.90556,59.112
53.32366,60.084
52.25968,58.644
50.40128,59.904
50.88704,61.74
50.59034,61.344
50.9404,57.78
51.2808,53.28
52.55868,49.86
54.3421,47.088
55.407,45.756
54.53392,45.072
53.73122,47.232
52.87838,48.996
51.6626,50.652
49.427,50.184
47.96834,52.344
47.37218,52.092
47.5226,53.496
47.78756,54.468
48.95504,53.676
50.08112,52.992
51.95148,54.18
50.24258,55.908
50.4413,57.672
50.1952,58.752
49.0912,59.76
50.01856,61.848
48.69054,63.144
48.33542,61.272
47.89612,61.596
47.14908,56.484
47.02672,57.888
46.91954,58.032
47.78066,57.132
49.33316,56.808
49.49508,57.024
51.41972,57.492
52.94324,57.276
53.4474,55.188
53.60196,55.692
55.24002,56.916
57.2286,55.98
59.2158,55.512
61.40172,55.728
63.22378,55.98
65.21098,55.296
66.33798,55.836
66.21838,56.052
66.63974,55.116
67.13056,54.396
66.3573,53.352
65.08908,53.64
64.31168,54.54
63.81764,55.44
62.74492,55.944
63.04898,56.808
62.97308,57.384
63.73024,58.032
64.2896,58.032
65.01686,57.708
62.9602,56.7
63.50116,55.152
63.41974,54.828
62.51584,56.34
61.32858,56.664
59.07826,56.16
58.10352,55.116
57.01746,55.044
55.64252,55.26
55.60986,54.324
56.14576,54.504
55.59376,54.648
53.86968,54.936
53.16036,54.468
54.1696,52.596
55.29154,52.488
56.27732,52.632
56.93972,53.244
57.26264,53.136
58.765,49.896
58.85654,50.004
58.5925,45.648
58.22956,46.404
57.42686,47.52
53.98054,48.024
53.10102,48.168
54.43042,47.124
55.11352,47.88
55.96682,48.744
57.18996,49.896
58.25992,51.3
59.9127,51.948
60.54336,51.804
60.26874,51.732
61.59354,50.436
62.79092,49.068
64.03062,49.5
64.8623,51.084
64.75466,52.92
64.1585,51.912
63.08118,52.92
62.2863,53.46
61.0236,54.828
61.08846,55.44
60.09762,55.728
58.9007,56.52
58.13204,58.716
57.7346,58.788
57.29714,57.636
56.0326,53.568
54.7653,52.632
55.03026,51.228
55.98706,51.192
56.84358,49.896
56.1085,48.672
55.16964,45.972
53.52514,46.944
52.9138,47.844
53.64244,48.78
54.46216,48.78
55.78696,48.96
57.06024,46.584
57.84868,46.692
58.54374,47.736
55.39412,48.6
56.77044,49.716
57.30036,50.616
57.08738,51.12
57.35234,50.688
57.64306,50.508
56.82932,48.924
56.4282,48.924
56.69316,48.06
58.6155,47.772
59.37082,47.916
59.8437,48.132
57.13614,49.428
58.77742,49.032
60.10222,48.42
60.20848,48.276
60.7315,49.86
59.01064,50.904
59.50054,51.696
59.51066,51.624
58.83538,52.128
59.10494,51.876
59.48398,52.884
58.68956,53.64
58.5327,52.632
58.20472,54.072
56.59058,55.332
54.18892,55.008
53.66406,52.596
53.0242,51.588
49.48404,50.616
48.62292,49.32
48.45364,46.332
48.88236,45.648
47.22774,45.288
44.44566,44.82
44.22026,45.792
41.03246,47.88
39.6934,49.356
38.7067,49.932
37.96932,50.076
37.33544,49.896
38.2375,51.3
38.24762,52.272
41.15252,51.876
43.3987,51.408
44.8247,51.588
46.87538,51.732
45.39004,50.94
45.7194,51.336
47.83908,51.264
50.12114,50.904
51.083,52.272
52.8333,54.432
52.52326,56.556
52.98694,57.528
51.08208,58.212
50.54204,59.184
49.88792,60.192
51.73988,60.66
53.62174,60.696
55.80766,59.652
55.65494,57.06
57.33946,53.352
58.15688,49.824
58.82848,47.052
59.58426,45.504
59.41176,43.344
59.2296,44.532
60.66066,45.432
60.62294,46.836
59.28986,47.232
58.96786,48.204
58.3717,48.708
58.41678,49.068
59.69604,47.448
59.7517,47.556
58.98488,48.888
58.98994,49.788
59.2273,51.984
58.74062,52.812
59.1675,54.18
57.15086,56.484
57.5322,57.852
58.45956,58.608
60.22596,59.148
61.617,60.408
62.16624,61.56
62.53194,62.82
62.98228,62.532
62.65108,63.108
62.5393,64.476
62.84658,65.844
61.74442,66.672
60.5521,67.032
59.34552,67.392
57.19824,67.86
55.55328,69.012
55.06936,68.94
54.16684,68.328
53.37196,65.16
52.89402,63.756
51.7316,62.496
51.22744,61.236
50.78952,60.228
51.8075,60.516
53.7947,59.4
55.7819,59.22
57.7691,60.804
59.66016,61.848
60.8258,62.64
61.1915,62.352
62.31758,62.064
63.44228,61.56
63.7054,60.804
65.03388,61.236
65.62866,62.28
65.04998,63.612
63.7123,64.656
62.98412,64.512
62.88568,65.448
61.14596,66.276
59.50468,66.42
58.5373,66.636
57.01378,66.6
56.0372,66.312
56.98434,65.808
58.34778,63.324
59.35334,59.796
59.94582,58.896
59.98262,57.528
59.12702,56.808
58.67208,56.16
56.89464,56.304
57.6495,55.368
58.67806,56.772
60.33912,58.248
62.07608,59.508
63.45654,60.444
64.07892,60.048
64.13412,60.336
63.59454,60.48
62.00478,60.012
61.79318,60.624
64.76892,59.76
63.80292,58.464
62.077,58.14
61.18506,54.18
61.05258,54.468
60.76186,55.404
57.7898,55.98
56.17842,56.304
54.29702,57.456
52.24496,57.924
50.97858,57.78
50.73248,58.032
50.72742,57.24
49.6478,57.168
49.71404,57.816
50.72558,57.06
51.65294,56.124
47.03132,57.24
46.82386,58.176
45.66236,59.004
45.46364,60.48
45.76816,61.524
46.69552,61.668
47.21072,61.776
47.8492,62.604
48.15418,63.324
49.12018,64.512
50.06778,65.7
50.01994,66.78
49.67448,62.892
49.6409,63.036
49.53832,63.648
49.47208,64.728
50.93396,65.484
52.12674,66.024
52.32546,65.988
53.2657,60.372
53.78274,60.552
56.1085,60.912
54.29932,61.2
53.5601,60.444
51.1566,57.276
51.86684,57.996
52.26888,58.824
52.16308,59.472
51.82682,59.724
47.10124,59.472
45.7102,59.292
45.74424,59.616
45.69088,59.472
46.38272,59.364
47.26316,57.78
50.4413,56.808
50.38196,55.872
51.17178,55.368
52.53292,55.728
53.015,56.052
53.58632,57.024
53.22752,57.528
52.0697,57.132
51.5913,56.448
49.07372,54.216
48.40672,52.236
47.5962,52.236
46.2277,52.128
44.66186,51.624
41.64518,50.544
43.1687,51.3
44.068,52.488
46.30314,52.704
46.61962,50.148
46.96186,50.4
47.56952,49.032
48.56772,50.544
47.17438,52.02
47.06306,52.632
46.83444,53.604
45.32518,53.82
45.82474,55.44
44.79112,54.756
44.7787,56.304
45.9402,57.168
45.8896,56.952
47.38644,58.356
48.53184,58.068
48.57646,57.276
47.93522,57.24
47.37402,56.844
47.8078,56.988
48.07276,57.924
49.85388,58.644
51.2624,57.384
52.28406,54.504
52.37422,55.368
51.84522,54.288
52.00116,53.46
52.04624,52.308
51.39672,52.56
48.87224,53.172
46.45586,53.46
47.88416,52.524
49.50382,52.704
51.13084,52.344
53.26386,52.848
54.82234,53.028
55.98752,53.064
57.1136,52.92
57.74242,53.28
56.53216,54.648
52.19942,55.584
52.46116,53.964
53.12356,55.44
54.30392,57.312
52.4101,57.816
52.10374,57.024
53.42026,57.24
53.99434,57.492
54.45802,57.636
54.58682,57.996
54.602,58.032
55.00437895,58.392
54.91915789,59.724
55.68517895,60.012
54.68237895,60.912
52.80461053,60.408
52.38625263,60.408
52.58865263,61.02
52.30684211,61.272
53.00943158,61.38
56.81357778,61.812
58.28557778,60.372
59.08802222,60.264
59.42944444,59.436
60.43633333,59.04
60.04482222,58.32
60.16288889,57.672
59.9978,57.672
58.98222222,57.276
58.02491111,55.08
58.65,55.764
60.88457778,55.764
62.93566667,55.656
64.55895556,56.268
65.44777778,57.024
65.0486,57.528
63.7054,58.356
62.8222,59.22
62.45828889,59.436
63.05373333,59.436
64.51908889,58.536
65.99108889,56.556
67.46308889,56.448
69.3174,57.492
69.5888,58.284
70.24557778,59.652
70.98157778,60.984
71.60871111,60.876
71.96597778,60.552
73.1998,59.904
72.97746667,56.304
72.90846667,54
73.13335556,51.444
72.47811111,48.996
70.75413333,48.888
67.95733333,49.068
64.85744444,50.364
61.9436,50.724
60.19866667,50.94
58.57946667,50.724
58.9352,50.688
58.20482222,50.544
57.62062222,50.796
56.77831111,49.752
57.05226667,50.508
57.85982222,52.812
58.28608889,50.904
58.94235556,49.68
60.06833333,48.888
61.33333333,46.368
63.29957778,47.988
66.30223529,50.256
65.51049412,51.588
63.0108,49.212
61.14211765,50.832
59.52075294,52.848
58.30527059,54.432
58.3832,55.62
57.69049412,55.404
56.20983529,52.416
55.23734118,53.64
55.40402353,53.532
54.55329412,52.704
53.28856471,53.568
52.48221176,55.656
51.89375,57.78
51.39695,57.492
53.553775,58.824
54.47895,59.508
54.987825,58.788
56.643825,55.656
58.037625,56.268
58.420575,56.268
59.24248,56.772
57.82016,56.124
57.12464,54.468
58.64693333,53.784
59.28357333,53.568
59.99013333,53.748
61.39834667,54.864
61.69581333,56.448
62.4312,58.14
62.25456,59.616
61.75162667,60.372
61.40264,58.896
60.43112,56.952
61.14749333,55.368
61.32413333,53.676
61.39098667,51.228
62.35365714,49.32
61.69125714,47.988
61.09932308,47.88
60.37110769,48.528
59.96347692,47.88
59.86156923,47.556
59.65350769,47.88
57.55024615,48.276
57.43309091,47.628
57.31265455,47.52
57.09352727,48.132
55.11887273,48.636
54.15538182,48.96
56.55976,50.472
56.97192,50.688
57.224,51.264
58.075,53.136
59.26732,55.044
60.03368,54.324
59.9012,53.1
59.4734,52.344
59.56724,49.572
59.05664,49.5
57.06576,49.5
54.8136,50.652
53.75008,50.184
53.18724444,49.752
53.75764444,51.984
54.37813333,52.2
54.5284,53.28
54.3812,54.72
54.00604444,56.628
53.97333333,57.924
55.73973333,58.86
56.29684444,59.724
55.62217778,59.544
55.7152,58.752
53.8936,58.176
51.8305,59.652
50.84265,58.248
47.16971429,58.968
48.90457143,60.048
50.38314286,61.128
50.96931429,61.02
51.98788571,60.624
51.79862857,60.048
49.96388571,58.536
50.3424,58.068
51.5936,57.96
52.72914286,57.888
54.43245714,57.312
55.61531429,56.88
56.75085714,52.2
57.81542857,51.372
54.21165714,51.012
48.53394286,45.468
47.20914286,44.28
45.97108571,42.552
45.21405714,42.912
43.77754286,43.848
42.33104,44.712
36.16336,45.144
35.06672,45.54
34.00688,46.116
34.9646,45
33.6398,44.784
36.6206,44.712
39.6014,46.296
41.44293333,48.528
45.2732,50.328
47.9228,49.428
50.5724,50.076
53.222,50.004
